logical_no,source_rows,section,section_code,feature_code,tariff_code,service_code,fee_code,name_fa,calc_source_type,calc_strategy,basis_type,fixed_amount,source_percent,rate_value,min_fee,max_fee,rate_period_code,currency_code,source_notes,source_service_text,source_max_text,import_status,review_reason,config_hash,tier_first_upper
113,124,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-20,,CBI1404_CRD_8_20_01,تشکیل پرونده اعتباری اعم از تعهدات یا تسهیلات (به استثنای قرض الحسنه),مبلغ ثابت,FIXED,Flat,360000,,,,,,IRR,,"360,000 ریال",,SAFE,,281f760019d4186f9da9234b21938f40aeee2178e0c156f6898b826edd41bb61,
114,125,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-21,,CBI1404_CRD_8_21_01,پذیرش اوراق گواهی حق تقدم، هنگام پرداخت تسهیلات,درصد,PERCENTAGE,Percentage,,0.1,0.001,,,,IRR,,یک در هزار مبلغ تسهیلات,,SAFE,,b3146d616aa9f61579bdad404987768eed4492abf24bf8f0944a88fd6534c575,
115,126,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-22,,CBI1404_CRD_8_22_01,ارائه صورت اطلاعات تسهیلات و تعهدات به درخواست مشتری,مبلغ ثابت,FIXED,Flat,7500,,,,,,IRR,,"7,500 ریال برای هر برگ",,SAFE,,ddbbe0e104cbb01f28339a92b0f660f608506f120a2c6fc8dfe5387e23a87d88,
116,127,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-22,,CBI1404_CRD_8_22_02,تغییر شرایط مصوبات ابلاغی صادره از سوی ارکان اعتباری بالاتر از رکن اعتباری شعبه به درخواست مشتری و منوط به صدور مصوبه جدید اشخاص حقیقی,مبلغ ثابت,FIXED,Flat,687500,,,,,,IRR,,,,SAFE,,14f307a97c8e955cade7f40e27b9b13bda9f5d0be49c8be46d339c53e87adf60,
117,128,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-22,,CBI1404_CRD_8_22_03,تغییر شرایط مصوبات ابلاغی صادره از سوی ارکان اعتباری بالاتر از رکن اعتباری شعبه به درخواست مشتری و منوط به صدور مصوبه جدید اشخاص حقوقی,درصد,PERCENTAGE_FLOOR_CAP,Percentage,,0.5,0.005,687500,3750000,,IRR,,,,SAFE,,a12d9fa18d66ddada55f4c9fade075cc1f2133a1dab1e4963006d0061b41f103,
118,129,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-24,,CBI1404_CRD_8_24_01,موافقت با تنظیم اجاره نامه بر روی هر واحد مورد رهن اشخاص حقیقی,مبلغ ثابت,FIXED,Flat,0,,,,,,IRR,,,,SAFE,,c2dcd0791b8ded3d287ecec3d95bae65f13179a57f3305c4d39bae8dba722584,
119,130,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-24,,CBI1404_CRD_8_24_02,موافقت با تنظیم اجاره نامه بر روی هر واحد مورد رهن اشخاص حقوقی,مبلغ ثابت,FIXED,Flat,1250000,,,,,,IRR,,,,SAFE,,fee48ec4e3f7cf6c43a7f55cb19122580e92746a3e80a61dbbfe183c8976fb44,
120,131,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-25,,CBI1404_CRD_8_25_01,بررسی و تصویب درخواست امهال,درصد,PERCENTAGE_WITH_CAP,RateWithMaximumAmount,,0.02,0.0002,,75000000,,IRR,,0/2 در هزار مبلغ مورد امهال حداکثر 75 میلیون ریال,,SAFE,,750acb42559ba482fb4a76bf6427f2ee923c17993e58b3862b5b216141b9ce18,
121,132,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-26,,CBI1404_CRD_8_26_01,"توقف عملیات اجرایی در هر نوبت بعد از صدور اجراییه نسبت به قراردادهای رهنی , داخلی و چک به تقاضای بدهکار/راهن/سایر ذی نفعان (ضامنین , اشخاص ثالث و غیره)",درصد,PERCENTAGE_WITH_CAP,RateWithMaximumAmount,,0.02,0.0002,,75000000,,IRR,,0/2 در هزار کل بدهی حداکثر 75 میلیون ریال,,SAFE,,7248ff40d972c94c4e44ad44d86bc0fd80d10910228008c21b8befddd323a947,
122,133,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-27,,CBI1404_CRD_8_27_01,هزینه استعلام از سازمان ثبت احوال کشور,,EXTERNAL_VALUE,Other,,,,,,,IRR,,معادل تعرفه اعلامی از سوی سازمان ثبت احوال کشور (مندرج در قانون بودجه سنواتی),,EXTERNAL_RULE,فرمول ساختاری در ستون های فایل منبع ارائه نشده است؛ متن منبع بدون تبدیل به فرمول اجرایی حفظ شد.,63ae78859b33b2ab15054c096c6a3f5845f967656d11d2c56ff25d4382d40f9a,
123,134,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-27,,CBI1404_CRD_8_27_02,ثبت و نگهداری سفته های تضمینی اشخاص حقیقی,مبلغ ثابت,FIXED,Flat,0,,,,,,IRR,,"اشخاص حقیقی: بدون کارمزد اشخاص حقوقی: مقطوع 75,000 ریال",,SAFE,,5d5fb66178e2a990b2b8d7800fb83b0acb8f2efbeadf35f10b6524a1989d5700,
124,135,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-27,,CBI1404_CRD_8_27_03,ثبت و نگهداری سفته های تضمینی اشخاص حقوقی,مبلغ ثابت,FIXED,Flat,75000,,,,,,IRR,,"اشخاص حقیقی: بدون کارمزد اشخاص حقوقی: مقطوع 75,000 ریال",,SAFE,,0a51bb87180ecf19b0cf714da6f15bae9557cd1ee44839db8e2c6e97d1f1907f,
125,136,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-29,,CBI1404_CRD_8_29_01,انتقال قراردادهای تسهیلاتی,مبلغ ثابت,FIXED,Flat,150000,,,,,,IRR,,"150,000 ریال+ هزینه پست در صورت وجود",,SAFE,,d3c4dac2b0038735acb0bbdf8a347981705e6810476fac4ca91bea890aaebe03,
126,137,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-30,,CBI1404_CRD_8_30_01,موافقت با تجمیع دو یا چند پلاک به منظور پرداخت تسهیلات مشارکت,مبلغ ثابت,FIXED,Flat,0,,,,,,IRR,,بدون کارمزد,,SAFE,,d437365e52c1ec92f64304c1624ca17e6a168fa38efda477acc34e7cd8e3a0c5,
127,138,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-31,,CBI1404_CRD_8_31_01,موافقت با تغییر و اصلاح حدود اربعه پلاک در رهن بانک اشخاص حقیقی,مبلغ ثابت,FIXED,Flat,0,,,,,,IRR,,"برای اشخاص حقیقی: بدون کارمزد برای اشخاص حقوقی: 625,000 ریال",,SAFE,,482c3f886ff8b6ad8a76cb076a49effb06e38f0cae60fcc558bff4341507f727,
128,139,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-31,,CBI1404_CRD_8_31_02,موافقت با تغییر و اصلاح حدود اربعه پلاک در رهن بانک اشخاص حقوقی,مبلغ ثابت,FIXED,Flat,625000,,,,,,IRR,,"برای اشخاص حقیقی: بدون کارمزد برای اشخاص حقوقی: 625,000 ریال",,SAFE,,789c7b52d95678285297d8db77197d581d2aed82c67d80259d931639e67a1254,
129,140,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-30,,CBI1404_CRD_8_30_02,درخواست تمدید مدت تعویض وثیقه غیر همزمان اشخاص حقیقی,مبلغ ثابت,FIXED,Flat,0,,,,,,IRR,,"برای اشخاص حقیقی: بدون کارمزد برای اشخاص حقوقی: 625,000 ریال",,SAFE,,b9a029f7b60089797b1f8bce219345c05c648bab8f83d10d7fc5ed5ee1fd5a1d,
130,141,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-30,,CBI1404_CRD_8_30_03,درخواست تمدید مدت تعویض وثیقه غیر همزمان اشخاص حقوقی,مبلغ ثابت,FIXED,Flat,625000,,,,,,IRR,,"برای اشخاص حقیقی: بدون کارمزد برای اشخاص حقوقی: 625,000 ریال",,SAFE,,ede64efc74413ec031c9693dd31eac0676f514ea2ecc6f9245da745c2943a7a5,
131,142,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-33,,CBI1404_CRD_8_33_01,موافقت با تنظیم سند پیش فروش روی واحد مورد مشارکت بانک اشخاص حقیقی,مبلغ ثابت,FIXED,Flat,0,,,,,,IRR,,,,SAFE,,7aea081c31de35f073169bed6381c8d65aec603653e6d482dfae51ec0d3caf6b,
132,143,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-33,,CBI1404_CRD_8_33_02,موافقت با تنظیم سند پیش فروش روی واحد مورد مشارکت بانک اشخاص حقوقی,مبلغ ثابت,FIXED,Flat,625000,,,,,,IRR,,,,SAFE,,d292a55f73e094c24272fca39fd8234b6d68f221d6c4f270059ca18121ac1d3a,
133,144,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-34,,CBI1404_CRD_8_34_01,تنظیم پیش نویس و ثبت سند رهنی در سیستم اشخاص حقیقی,مبلغ ثابت,FIXED,Flat,0,,,,,,IRR,,,,SAFE,,bd82ec7019b7ba4c95ce9b1d5fcbc4030979b9800336a85c25d64882b5ccc706,
134,145,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-34,,CBI1404_CRD_8_34_02,تنظیم پیش نویس و ثبت سند رهنی در سیستم اشخاص حقوقی,مبلغ ثابت,FIXED,Flat,625000,,,,,,IRR,,,,SAFE,,99a58ecd08f2163b09b421e551efac1315030220eb4a61ddcf60577352f28cec,
135,146,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-35,,CBI1404_CRD_8_35_01,تمدید پیش نویس قراردادهای رهنی پس از طی مهلت یک ماهه,مبلغ ثابت,FIXED,Flat,0,,,,,,IRR,,بدون کارمزد,,SAFE,,d476537376f48bd09849bfde52dae241681bdf32cb1181eabcb05a6b2bcbb229,
136,147,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-35,,CBI1404_CRD_8_35_02,اصلاح یا برگشت مبلغ اضافه واریزی اقساط (به درخواست مشتری) اشخاص حقیقی,مبلغ ثابت,FIXED,Flat,0,,,,,,IRR,,"برای اشخاص حقیقی: بدون کارمزد برای اشخاص حقوقی: 625,000 ریال",,SAFE,,a9ca1d3937f445c97cd4335d54bfd30bb634a6a880dabab07cb3404fcdca791a,
137,148,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-35,,CBI1404_CRD_8_35_03,اصلاح یا برگشت مبلغ اضافه واریزی اقساط (به درخواست مشتری) اشخاص حقوقی,مبلغ ثابت,FIXED,Flat,625000,,,,,,IRR,,"برای اشخاص حقیقی: بدون کارمزد برای اشخاص حقوقی: 625,000 ریال",,SAFE,,11ce9d0f6edeb4a8faed13f193e05452859c000afe848d94f1ae84711164ab22,
138,149,اعتبارات,CRD,CBI_CREDIT_FEE_GROUP,8-37,,CBI1404_CRD_8_37_01,تشکیل پرونده برای پرداخت بیمه غرامت فوت گیرندگان تسهیلات,مبلغ ثابت,FIXED,Flat,0,,,,,,IRR,,بدون کارمزد,,SAFE,,a88698e99ca5fc587999113dd53ef5dcdfd40e5727d4398b8c307489ed04f457,
139,150,سایر خدمات,OTH,CBI_OTHER_SERVICE_FEE_GROUP,9-1,,CBI1404_OTH_9_1_01,نگهداری مانده های مطالبه نشده و راکد(سالانه),مبلغ ثابت,FIXED,Flat,18750,,,,,,IRR,,"18,750 ریال",,SAFE,,f3aaa2fde7016c984f4b6b15c76b53ab319521c8d8e8b6451089289401d323bc,
140,151,سایر خدمات,OTH,CBI_OTHER_SERVICE_FEE_GROUP,9-2,,CBI1404_OTH_9_2_01,تهیه تصویر(صدور سند المثنی) اسناد روزهای قبل به درخواست مشتری *,مبلغ ثابت,FIXED,Flat,36000,,,,,,IRR,,"36,000 ریال",,SAFE,,ea15a19fc73763b3688bed559f3c04e2142d13f9a9055981432a83ce0754ecaf,
141,152,سایر خدمات,OTH,CBI_OTHER_SERVICE_FEE_GROUP,9-3,,CBI1404_OTH_9_3_01,بازبینی تصاویر دوربین های مدار بسته(اعم از داخل و بیرون) شعب به درخواست مشتری/ دستور مرجع قضایی,مبلغ ثابت,FIXED,Flat,0,,,,,,IRR,,بدون کارمزد,,SAFE,,1cfe69bb69e8e53cc81e735a273394c59e4ee0410bb4c1c7e8c7ace5eed6d0ef,
142,153,سایر خدمات,OTH,CBI_OTHER_SERVICE_FEE_GROUP,9-4,,CBI1404_OTH_9_4_01,اطلاعات درخواستی مشتریان جهت ارائه به بازرسان قانونی و حسابرسان مستقل آن ها,مبلغ ثابت,FIXED,Flat,630000,,,,,,IRR,,"630,000 ریال به ازای هر حساب",,SAFE,,f689247bb15de8260fcaab899f81e2c0ced5cfbf6602dd2970221919cb5727e2,
143,154,سایر خدمات,OTH,CBI_OTHER_SERVICE_FEE_GROUP,9-5,,CBI1404_OTH_9_5_01,گواهی اعلام بدهی و یا مانده هرگونه از حساب ها به مراجع ذی صلاح به درخواست مشتری**,مبلغ ثابت,EXTERNAL_VALUE,Other,,,,,,,IRR,,"180,000 ریال",,REVIEW_CONFLICT,"مبلغ ساختاری 18,000 ریال است ولی متن نوع خدمت 180,000 ریال ذکر می‌کند؛ نیازمند تأیید منبع مقرراتی.",e2759d45f7c30a84f784f98cb5bcf6ead6dda04c996dc2b6dcc81549ef401b74,
144,155,سایر خدمات,OTH,CBI_OTHER_SERVICE_FEE_GROUP,9-6,,CBI1404_OTH_9_6_01,دریافت حضوری قبوض آب، برق، گاز، تلفن(ثابت همراه) ، شهرداری، راهنمایی و رانندگی و موارد مشابه (از سازمان / شرکت ذی ربط),مبلغ ثابت,FIXED,Flat,36000,,,,,,IRR,,"36,000 ریال",,SAFE,,d8761edcb63e2f049a37a25c04e1ed9f90a3c60e2f344b23ffcff7f4a3f9e000,
145,156,سایر خدمات,OTH,CBI_OTHER_SERVICE_FEE_GROUP,9-7,,CBI1404_OTH_9_7_01,تأیید اصالت وکالت نامه,مبلغ ثابت,FIXED,Flat,75000,,,,,,IRR,,"75,000 ریال",,SAFE,,b5b5ad231a7cc23c522f09ece6689c1212f79edc90d5c386ac95e20efdb99d68,
146,157,سایر خدمات,OTH,CBI_OTHER_SERVICE_FEE_GROUP,9-7,,CBI1404_OTH_9_7_02,ارائه تاییدیه شماره حساب و شماره شبا به سایر سازمان ها بنا به درخواست مشتری اشخاص حقیقی,مبلغ ثابت,FIXED,Flat,0,,,,,,IRR,,"برای اشخاص حقیقی: بدون کارمزد برای اشخاص حقوقی: 12,500 ریال",,SAFE,,093f8fd69ad98d55a736fcb5d1e421eea45f6111e69289e09ec8ebf5f644a101,
147,158,سایر خدمات,OTH,CBI_OTHER_SERVICE_FEE_GROUP,9-7,,CBI1404_OTH_9_7_03,ارائه تاییدیه شماره حساب و شماره شبا به سایر سازمان ها بنا به درخواست مشتری اشخاص حقوقی,مبلغ ثابت,FIXED,Flat,12500,,,,,,IRR,,"برای اشخاص حقیقی: بدون کارمزد برای اشخاص حقوقی: 12,500 ریال",,SAFE,,dae6a6268ab6381414d9cbc3ed2eabc234ceee2306873d1f3f80b7968615098f,
148,159,سایر خدمات,OTH,CBI_OTHER_SERVICE_FEE_GROUP,9-9,,CBI1404_OTH_9_9_01,محاسبه و پرداخت سهم الارث وراث از حساب متوفی(حسب مدارک مثبته),,FIXED,Flat,0,,,,,,IRR,,بدون کارمزد,,SAFE,,411a819ae071ac68c73dec157f9455fea6f258a93b1817e8bb66359f7329f957,
